id,cost,category,name,brand,retail_price,department,sku,distribution_center_id
13925,77.55,Pants,Seamless directional approach,Gap,188.23,Women,DA-52167194,6
13926,95.47,Sweaters,Synergized asynchronous throughput,Nike,239.32,Men,Cn-41721312,10
13927,6.03,Tops,V-Neck Top,Tommy Hilfiger,15.69,Women,hn-65379719,8
13928,26.14,Tops,Polo Shirt,Levi's,68.39,Women,Dr-97299708,4
13929,46.84,Plus,Stand-alone contextually-based migration,Puma,153.88,Men,yG-86023363,5
13930,49.49,Plus,Fundamental mission-critical groupware,MG,219.09,Women,Cn-65856066,1
13931,70.86,Tops,Cotton T-Shirt,MG,253.17,Women,wS-10504610,6
13932,20.61,Pants,Distributed clear-thinking focus group,Puma,73.27,Women,HA-96526321,7
13933,72.74,Jeans,High Rise Jeans,MG,247.86,Women,sR-10824586,5
13934,74.14,Outerwear & Coats,Multi-layered didactic implementation,Gap,209.25,Men,nO-39870114,1
13935,68.02,Tops,V-Neck Top,Levi's,242.26,Women,wF-81043088,5
13936,89.01,Outerwear & Coats,User-centric systematic data-warehouse,Puma,345.96,Women,eI-46703634,4
13937,46.04,Jeans,High Rise Jeans,Tommy Hilfiger,174.58,Men,EV-36610968,9
13938,89.22,Jeans,Regular Fit Jeans,H&M,214.61,Women,vo-04824862,6
13939,77.79,Accessories,Enzyme Regular Scarf,Adidas,225.57,Women,dN-70781008,5
13940,80.34,Tops,Polo Shirt,Calvin Klein,256.15,Men,sO-35310060,8
13941,56.47,Sweaters,Open-architected 6thgeneration secured line,Levi's,168.18,Women,pU-06768552,5
13942,28.28,Jeans,Regular Fit Jeans,Levi's,124.07,Women,qK-69296346,1
13943,6.16,Jeans,Regular Fit Jeans,Calvin Klein,11.5,Men,Os-73070292,5
13944,96.43,Outerwear & Coats,Open-source leadingedge structure,Tommy Hilfiger,219.64,Women,xP-52550189,7
13945,75.8,Accessories,Enzyme Regular Scarf,Gap,206.94,Women,lv-24787344,3
13946,89.24,Jeans,High Rise Jeans,Tommy Hilfiger,363.73,Women,Rc-45674097,4
13947,44.01,Plus,Robust hybrid ability,MG,101.07,Men,TW-64248535,8
13948,19.74,Sweaters,Compatible systemic encoding,Tommy Hilfiger,70.71,Women,yf-60408739,9
13949,58.84,Plus,Re-engineered actuating firmware,Levi's,222.37,Women,cN-52858873,8
13950,25.38,Pants,Public-key solution-oriented matrices,Levi's,60.6,Men,qT-04829429,9
13951,13.71,Pants,Public-key web-enabled implementation,H&M,48.54,Women,QR-47378276,8
13952,28.07,Plus,Polarized optimal interface,Tommy Hilfiger,114.15,Women,aW-24200606,4
13953,94.04,Plus,Compatible didactic throughput,H&M,282.33,Women,yT-62670769,4
13954,64.98,Tops,Polo Shirt,Nike,142.49,Women,Bl-38717601,10
13955,4.44,Accessories,Washed Canvas Ivy Hat,H&M,12.15,Women,CM-35854648,2
13956,57.77,Jeans,Skinny Jeans,Adidas,254.07,Men,Lr-31218957,9
13957,6.97,Jeans,High Rise Jeans,Nike,18.91,Women,hp-17015389,6
13958,7.42,Pants,Pre-emptive tangible secured line,Calvin Klein,18.82,Women,oL-46020504,3
13959,72.39,Accessories,4 Panel Large Bill Cap,H&M,187.42,Men,de-47347810,10
13960,23.77,Accessories,Low Profile Dyed Cap,Gap,44.81,Men,BK-35725724,9
13961,92.95,Sweaters,Profit-focused heuristic toolset,Levi's,413.6,Women,TH-72595100,1
13962,39.12,Plus,Reactive systematic infrastructure,MG,147.08,Women,qu-08613978,9
13963,98.13,Sweaters,Quality-focused local initiative,Gap,302.38,Women,JH-06499987,9
13964,48.53,Outerwear & Coats,Versatile static functionalities,Adidas,210.98,Men,iM-26272781,1
13965,64.43,Sweaters,Profit-focused user-facing encoding,H&M,253.57,Women,wm-37570765,1
13966,58.75,Plus,Grass-roots user-facing infrastructure,Nike,237.15,Women,YJ-10186694,10
13967,21.78,Sweaters,Secured contextually-based website,Adidas,93.18,Women,HX-88834097,4
13968,25.72,Accessories,Enzyme Regular Scarf,Calvin Klein,48.94,Women,Qj-02050341,8
13969,42.86,Sweaters,Persistent 5thgeneration frame,Levi's,189.63,Women,EJ-09455758,10
13970,17.07,Tops,V-Neck Top,Calvin Klein,31.28,Men,EH-87963018,7
13971,48.34,Sweaters,Horizontal contextually-based pricing structure,Tommy Hilfiger,146.24,Women,Xo-45518597,7
13972,73.97,Pants,Customizable bifurcated functionalities,Gap,138.78,Women,zC-52446461,8
13973,14.63,Plus,Sharable systemic website,Calvin Klein,45.87,Women,JV-40003619,1
13974,39.69,Plus,Expanded 4thgeneration attitude,Tommy Hilfiger,89.71,Women,rd-59118095,8
13975,94.1,Pants,Exclusive 6thgeneration structure,Levi's,237.41,Men,jm-97298757,4
13976,81.13,Tops,V-Neck Top,Tommy Hilfiger,209.06,Men,zr-29273831,1
13977,36.94,Pants,Compatible disintermediate data-warehouse,Gap,161.12,Men,DK-89007743,8
13978,43.38,Plus,Advanced demand-driven hub,H&M,114.71,Men,Qs-01257924,1
13979,18.73,Jeans,Regular Fit Jeans,Puma,51.95,Women,jE-24113860,5
13980,59.02,Accessories,4 Panel Large Bill Cap,MG,175.11,Men,GG-26975757,1
13981,46.39,Accessories,4 Panel Large Bill Cap,Adidas,102.48,Men,rX-13044847,7
13982,25.74,Jeans,Bootcut Jeans,Nike,60.49,Women,Mh-08622652,3
13983,57.35,Jeans,Bootcut Jeans,Puma,212.55,Women,kr-76674599,1
13984,7.14,Pants,Open-source maximized superstructure,Levi's,25.4,Men,BW-09155373,3
13985,90.97,Plus,Inverse next generation Internet solution,Tommy Hilfiger,187.26,Women,rL-15116898,5
13986,63.02,Sweaters,Operative 6thgeneration emulation,Calvin Klein,192.04,Women,jJ-28517866,2
13987,33.95,Sweaters,Profound encompassing frame,Calvin Klein,106.71,Men,EY-77720480,5
13988,46.51,Accessories,Washed Canvas Ivy Hat,Adidas,124.16,Women,SI-32798070,7
13989,42.23,Sweaters,Devolved radical system engine,Calvin Klein,160.74,Women,Mi-45729849,9
13990,8.87,Tops,Long Sleeve Shirt,Calvin Klein,35.29,Women,Eo-82743084,2
13991,76.91,Accessories,Washed Canvas Ivy Hat,Levi's,220.43,Men,VK-31474316,3
13992,42.16,Jeans,Regular Fit Jeans,Calvin Klein,172.98,Women,NZ-94944545,3
13993,76.26,Outerwear & Coats,Re-engineered multi-tasking Graphic Interface,H&M,310.05,Men,MD-06550111,8
13994,26.14,Plus,Compatible fresh-thinking approach,Gap,94.49,Men,HE-77930928,7
13995,63.9,Jeans,High Rise Jeans,Calvin Klein,211.36,Men,Fg-97023743,5
13996,79.25,Accessories,Washed Canvas Ivy Hat,H&M,286.37,Men,ia-00920995,7
13997,10.04,Outerwear & Coats,Grass-roots tertiary challenge,Calvin Klein,34.47,Men,UM-77337741,10
13998,67.57,Outerwear & Coats,Object-based scalable superstructure,Tommy Hilfiger,231.34,Men,Ma-67443599,3
13999,81.92,Plus,Balanced grid-enabled secured line,Puma,214.62,Women,Tq-75711194,5
14000,75.4,Jeans,Regular Fit Jeans,Gap,308.73,Women,bR-55763939,8
14001,77.64,Plus,Face-to-face bi-directional toolset,H&M,328.98,Men,Rd-74031493,9
14002,46.66,Pants,Upgradable responsive policy,Tommy Hilfiger,142.98,Women,Zv-47798149,6
14003,31.18,Sweaters,Adaptive executive frame,Calvin Klein,137.25,Women,Lb-67436964,6
14004,55.53,Plus,Intuitive 4thgeneration protocol,Adidas,138.39,Women,HY-52292997,8
14005,86.63,Accessories,4 Panel Large Bill Cap,Puma,378.44,Men,JE-68247958,5
14006,90.81,Plus,Multi-lateral didactic model,Gap,245.55,Men,RG-18146106,3
14007,12.68,Accessories,Washed Canvas Ivy Hat,Adidas,35.74,Men,sB-02947520,7
14008,74.69,Plus,Fully-configurable cohesive superstructure,Puma,196.51,Women,OX-63798725,4
14009,9.22,Tops,Polo Shirt,Calvin Klein,17.92,Men,kq-56571519,4
14010,73.43,Sweaters,Organized optimal service-desk,Adidas,185.87,Women,dX-26216697,5
14011,4.96,Pants,Advanced impactful migration,Calvin Klein,11.9,Men,Rx-43680070,10
14012,62.72,Plus,Proactive even-keeled website,Puma,250.75,Women,PJ-18897784,4
14013,24.41,Pants,Phased tertiary protocol,H&M,60.55,Men,ok-37609257,1
14014,15.82,Accessories,Washed Canvas Ivy Hat,Nike,42.39,Women,zY-75861456,8
14015,86.2,Jeans,Bootcut Jeans,Levi's,375.47,Women,BQ-41746642,4
14016,83.55,Outerwear & Coats,Cloned clear-thinking moderator,Levi's,361.38,Women,IW-15151516,3
14017,80.4,Pants,Implemented zero-defect migration,Puma,315.53,Men,JN-78125851,9
14018,39.62,Jeans,Regular Fit Jeans,H&M,148.89,Women,Eg-31810574,5
14019,95.04,Pants,Robust grid-enabled open architecture,Tommy Hilfiger,231.4,Women,KB-05494030,4
14020,13.39,Sweaters,Exclusive bifurcated toolset,Tommy Hilfiger,28.26,Men,Fw-27258352,7
14021,8.64,Pants,Vision-oriented asynchronous structure,Tommy Hilfiger,35.09,Men,bd-82243842,2
14022,11.89,Outerwear & Coats,Optimized leadingedge strategy,Nike,27.06,Women,JW-78674647,8
14023,14.02,Plus,Optimized solution-oriented concept,Adidas,34.38,Women,UR-72315126,9
14024,63.71,Plus,Digitized tangible firmware,Calvin Klein,174.34,Men,er-06911833,2
14025,27.77,Jeans,Regular Fit Jeans,Calvin Klein,89.79,Men,nG-62598619,5
14026,97.06,Accessories,4 Panel Large Bill Cap,Adidas,335.3,Women,HX-09301506,7
14027,64.88,Sweaters,Phased 5thgeneration project,Gap,290.73,Men,Sr-50137808,8
14028,9.9,Sweaters,Focused tangible framework,Adidas,21.99,Women,SP-10740532,8
14029,83.85,Tops,Long Sleeve Shirt,Levi's,195.72,Women,ds-18631968,10
14030,39.61,Jeans,High Rise Jeans,Adidas,144.54,Men,pa-56341197,5
14031,38.15,Tops,V-Neck Top,Gap,115.98,Men,UB-28966810,9
14032,48.27,Outerwear & Coats,Upgradable attitude-oriented archive,Gap,128.56,Men,GN-67193325,5
14033,96.85,Plus,Organic interactive software,Puma,414.89,Men,Hb-54973348,5
14034,37.91,Jeans,Regular Fit Jeans,MG,155.1,Women,qG-45870251,9
14035,49.88,Accessories,Enzyme Regular Scarf,Puma,111.68,Women,cf-02052422,8
14036,8.99,Outerwear & Coats,Exclusive regional project,Adidas,26.01,Men,gQ-33412913,9
14037,56.56,Sweaters,Realigned well-modulated open architecture,Tommy Hilfiger,141.57,Women,xG-75765063,3
14038,64.74,Sweaters,Robust bi-directional application,Adidas,239.82,Men,cU-52983805,7
14039,40.51,Jeans,Regular Fit Jeans,Tommy Hilfiger,104.66,Men,El-24807437,1
14040,33.03,Jeans,High Rise Jeans,MG,137.27,Women,bJ-99468871,8
14041,44.03,Plus,Seamless maximized superstructure,Levi's,159.86,Women,RP-44021651,5
14042,24.53,Pants,Multi-channeled contextually-based workforce,Puma,84.09,Men,IP-13471741,1
14043,88.97,Pants,Visionary optimal Graphic Interface,Gap,179.35,Men,aj-58740035,7
14044,16.46,Accessories,4 Panel Large Bill Cap,Calvin Klein,62.74,Men,aT-08038465,8
14045,46.64,Outerwear & Coats,Versatile 5thgeneration info-mediaries,H&M,118.19,Men,sj-72836477,3
14046,54.93,Tops,V-Neck Top,Tommy Hilfiger,210.9,Men,Fg-38856252,7
14047,58.47,Tops,V-Neck Top,Adidas,251.45,Men,Td-35950467,6
14048,2.73,Jeans,Bootcut Jeans,Calvin Klein,5.07,Women,xE-15281428,4
14049,93.19,Jeans,Bootcut Jeans,Levi's,298.96,Men,yj-07380423,6
14050,30.93,Pants,Total tangible installation,H&M,63.48,Men,FY-94369125,7
14051,39.16,Jeans,Bootcut Jeans,Adidas,115.02,Men,sq-70636520,7
14052,82.94,Accessories,Washed Canvas Ivy Hat,Puma,348.79,Men,LV-44007708,3
14053,75.59,Sweaters,Business-focused maximized hub,Levi's,313.79,Men,PW-54133168,7
14054,8.96,Tops,Polo Shirt,MG,26.46,Women,be-27826371,3
14055,32.05,Jeans,High Rise Jeans,Gap,80.67,Men,db-61893938,3
14056,37.04,Jeans,Skinny Jeans,Gap,97.8,Women,dU-10784665,6
14057,3.9,Pants,Intuitive radical service-desk,Gap,10.85,Women,MU-49006967,5
14058,65.82,Sweaters,Horizontal homogeneous neural-net,Gap,153.84,Men,uJ-26647700,9
14059,91.24,Jeans,Regular Fit Jeans,Puma,354.13,Women,FE-85122174,5
14060,66.86,Jeans,Bootcut Jeans,Adidas,294.83,Men,il-13752236,4
14061,76.64,Outerwear & Coats,Synchronized incremental budgetary management,Nike,318.62,Women,xP-43794491,7
14062,97.41,Tops,Cotton T-Shirt,MG,256.38,Women,Ry-49139076,6
14063,63.97,Pants,Visionary real-time instruction set,Puma,232.16,Men,KQ-68791329,7
14064,60.5,Sweaters,Customizable explicit policy,Tommy Hilfiger,250.0,Men,kP-07546488,5
14065,6.28,Accessories,Low Profile Dyed Cap,Tommy Hilfiger,13.2,Women,Js-28115200,10
14066,94.28,Tops,Cotton T-Shirt,Gap,316.53,Women,dp-03916038,8
14067,14.22,Jeans,Bootcut Jeans,Gap,58.83,Men,zK-22348233,6
14068,98.18,Pants,Synergized coherent framework,MG,311.51,Men,Yk-07895698,10
14069,87.44,Tops,Cotton T-Shirt,MG,357.93,Men,qo-22877089,10
14070,67.83,Outerwear & Coats,Stand-alone background frame,Adidas,218.52,Women,uV-94981346,4
14071,43.36,Pants,Up-sized optimizing leverage,Levi's,158.21,Men,gz-09328669,9
14072,50.69,Sweaters,Integrated optimizing protocol,Calvin Klein,156.0,Men,Gx-65915754,1
14073,39.06,Accessories,Washed Canvas Ivy Hat,Tommy Hilfiger,148.25,Women,Pb-20582074,10
14074,67.35,Sweaters,Organic incremental strategy,H&M,192.98,Women,uf-79644846,3
14075,95.6,Sweaters,Intuitive human-resource circuit,Nike,287.9,Women,pM-17071172,5
14076,67.55,Plus,Multi-layered optimizing info-mediaries,Tommy Hilfiger,134.22,Men,JZ-24038174,10
14077,11.68,Pants,Team-oriented bi-directional structure,Puma,22.35,Women,Tm-53727752,10
14078,41.01,Outerwear & Coats,Exclusive multi-tasking migration,Gap,116.52,Women,uk-13909503,9
14079,27.25,Pants,Self-enabling 5thgeneration ability,Adidas,51.85,Women,Vv-97192252,4
14080,99.17,Pants,Customer-focused client-server approach,Nike,427.21,Women,Uh-12902587,6
14081,39.2,Sweaters,Horizontal grid-enabled info-mediaries,Gap,130.69,Women,OD-95971443,5
14082,64.85,Jeans,Regular Fit Jeans,Levi's,217.94,Men,mh-89978432,5
14083,80.15,Plus,Digitized explicit Local Area Network,Tommy Hilfiger,326.66,Women,FN-22012614,2
14084,15.41,Jeans,Skinny Jeans,Nike,54.75,Men,wT-03732190,8
14085,66.09,Outerwear & Coats,Team-oriented asynchronous strategy,Adidas,211.82,Men,Ob-31663828,7
14086,38.95,Accessories,4 Panel Large Bill Cap,Adidas,76.01,Women,mE-36050837,6
14087,77.7,Jeans,Skinny Jeans,Tommy Hilfiger,326.9,Women,lI-26462117,6
14088,35.38,Jeans,Bootcut Jeans,Puma,93.87,Men,QI-99482813,1
14089,20.54,Outerwear & Coats,Up-sized methodical system engine,MG,43.99,Men,Ks-55466371,10
14090,29.84,Sweaters,Organic composite benchmark,Calvin Klein,128.79,Men,FQ-56251208,7
14091,37.56,Accessories,Low Profile Dyed Cap,Tommy Hilfiger,138.0,Men,TU-54935336,4
14092,33.18,Tops,Polo Shirt,Puma,60.78,Men,tt-90480741,3
14093,79.49,Pants,Quality-focused upward-trending budgetary management,Adidas,260.08,Men,pN-88650341,5
14094,45.93,Outerwear & Coats,Front-line responsive algorithm,Puma,116.37,Women,tt-09105464,2
14095,83.23,Tops,Polo Shirt,Adidas,286.65,Men,ma-55556976,4
14096,78.36,Outerwear & Coats,Stand-alone bandwidth-monitored budgetary management,Gap,142.75,Women,vF-97905700,8
14097,43.86,Accessories,4 Panel Large Bill Cap,Gap,153.71,Men,bQ-32985082,9
14098,59.94,Tops,Long Sleeve Shirt,Tommy Hilfiger,227.38,Women,FI-93370542,4
14099,99.41,Sweaters,Configurable homogeneous strategy,Tommy Hilfiger,440.12,Men,hX-81269824,3
14100,39.46,Pants,Organized 24hour solution,H&M,113.61,Men,rR-84750814,4
14101,84.41,Accessories,Washed Canvas Ivy Hat,Adidas,233.74,Men,tl-94178381,7
14102,41.27,Pants,Phased incremental emulation,MG,94.52,Women,tC-78022384,8
14103,9.38,Pants,Progressive hybrid Graphic Interface,Calvin Klein,22.5,Men,xt-31859636,4
14104,80.22,Jeans,Regular Fit Jeans,Gap,165.49,Men,LL-69483075,9
14105,22.27,Tops,Polo Shirt,MG,96.18,Men,rH-56134544,9
14106,66.54,Pants,Realigned 6thgeneration benchmark,Puma,183.99,Women,ho-41497475,4
14107,71.57,Sweaters,Innovative 4thgeneration open architecture,Puma,313.52,Women,Pf-03312868,6
14108,89.2,Accessories,Enzyme Regular Scarf,Levi's,315.66,Men,ZY-87719713,7
14109,71.27,Sweaters,Grass-roots cohesive product,Adidas,142.6,Women,vQ-25578698,8
14110,33.45,Tops,Cotton T-Shirt,Adidas,88.56,Women,HC-93933964,5
14111,32.44,Pants,Customizable user-facing database,Levi's,107.13,Women,jS-86423056,3
14112,82.43,Plus,Ameliorated tangible instruction set,MG,351.92,Men,Sf-50944109,3
14113,56.55,Sweaters,Front-line full-range adapter,Levi's,116.93,Men,BW-36784508,1
14114,50.53,Tops,Polo Shirt,Levi's,183.78,Men,Pb-52923291,2
14115,52.28,Accessories,Low Profile Dyed Cap,H&M,233.31,Men,mQ-01546206,1
14116,63.67,Outerwear & Coats,Robust asymmetric extranet,Adidas,128.44,Men,Qt-65704535,9
14117,89.74,Accessories,Washed Canvas Ivy Hat,Tommy Hilfiger,374.27,Women,JB-89041665,9
14118,72.83,Outerwear & Coats,Pre-emptive even-keeled knowledge user,Puma,200.9,Women,PU-55266380,5
14119,8.67,Tops,Long Sleeve Shirt,Calvin Klein,18.9,Women,Px-45616832,5
14120,51.43,Outerwear & Coats,Object-based user-facing software,Adidas,109.48,Men,wA-70625110,4
14121,98.12,Pants,Phased 6thgeneration paradigm,Gap,357.39,Women,id-08811709,3
14122,90.18,Jeans,Regular Fit Jeans,Gap,395.02,Women,Ny-53800131,7
14123,38.57,Pants,Decentralized object-oriented hub,Levi's,99.81,Men,nU-72540051,10
14124,55.52,Plus,Quality-focused analyzing core,Nike,120.64,Men,Us-13734950,8
14125,69.77,Pants,User-friendly national flexibility,Nike,190.0,Men,BQ-99408504,8
14126,74.01,Plus,Function-based web-enabled open system,Levi's,217.15,Men,Nq-96485188,5
14127,16.27,Jeans,Bootcut Jeans,MG,53.87,Men,eT-49186847,3
14128,47.35,Tops,Polo Shirt,Levi's,143.79,Men,oo-92650023,1
14129,82.44,Sweaters,Organized cohesive Internet solution,MG,205.39,Women,Vw-30135627,5
14130,42.46,Pants,Enhanced fresh-thinking initiative,Puma,153.24,Men,cN-73744783,6
14131,12.01,Outerwear & Coats,User-friendly responsive alliance,H&M,25.95,Women,tD-12901737,10
14132,1.69,Jeans,Bootcut Jeans,Gap,6.21,Women,wh-21795472,6
14133,54.92,Plus,Synergized encompassing protocol,Adidas,222.85,Women,jo-97259278,7
14134,2.35,Sweaters,Self-enabling fresh-thinking frame,H&M,7.01,Women,if-26370117,3
14135,94.49,Plus,Automated homogeneous hardware,Calvin Klein,301.33,Women,vJ-15261181,5
14136,47.81,Accessories,Low Profile Dyed Cap,Tommy Hilfiger,198.37,Women,Mf-89268338,4
14137,62.26,Plus,Customizable composite concept,Levi's,216.67,Women,as-76459369,9
14138,9.69,Jeans,Regular Fit Jeans,Tommy Hilfiger,35.59,Men,EY-04194999,4
14139,68.56,Outerwear & Coats,Adaptive optimal website,Adidas,236.99,Women,KG-58827687,8
14140,50.06,Sweaters,Business-focused well-modulated core,Nike,133.93,Men,Yb-09721593,5
14141,71.81,Plus,Triple-buffered even-keeled secured line,Adidas,261.28,Women,vJ-34477673,6
14142,91.19,Plus,Horizontal secondary implementation,Calvin Klein,301.07,Men,QW-36253939,6
14143,61.46,Pants,Extended zero-defect definition,Levi's,226.56,Men,Tw-32924263,5
14144,96.3,Outerwear & Coats,Customizable systemic system engine,Nike,415.69,Women,Az-75193895,10
14145,54.84,Accessories,Enzyme Regular Scarf,Levi's,127.11,Men,WQ-17362894,6
14146,41.63,Accessories,Enzyme Regular Scarf,H&M,119.47,Men,bI-92322446,5
14147,46.52,Jeans,Regular Fit Jeans,MG,172.28,Women,Ve-78847961,8
14148,65.43,Pants,Assimilated human-resource paradigm,Adidas,243.52,Women,oG-86387785,2
14149,39.9,Jeans,Regular Fit Jeans,Nike,114.62,Women,ka-26759609,3
14150,39.64,Pants,Persevering maximized Graphic Interface,Nike,175.94,Men,er-46076484,7
14151,48.09,Plus,Optimized grid-enabled installation,Calvin Klein,207.89,Men,TU-21096092,5
14152,19.78,Accessories,Low Profile Dyed Cap,Gap,79.34,Women,mG-22492356,4
14153,76.53,Accessories,4 Panel Large Bill Cap,Levi's,242.21,Women,ed-95873044,10
14154,80.0,Plus,Multi-tiered value-added alliance,Calvin Klein,161.3,Men,Pw-50528956,10
14155,51.9,Outerwear & Coats,Exclusive attitude-oriented attitude,Adidas,226.25,Women,Qd-15047985,5
14156,72.33,Jeans,High Rise Jeans,Puma,214.6,Women,MG-52726607,8
14157,99.26,Sweaters,Focused clear-thinking help-desk,Adidas,230.4,Women,xG-79307066,7
14158,90.38,Sweaters,Horizontal motivating synergy,H&M,316.21,Women,rW-95653534,4
14159,6.39,Jeans,Bootcut Jeans,Calvin Klein,20.88,Women,ZD-25203929,7
14160,50.47,Pants,Realigned solution-oriented throughput,Calvin Klein,188.32,Women,fg-96002825,8
14161,14.6,Tops,Polo Shirt,Puma,30.3,Women,vA-56189000,7
14162,70.07,Accessories,Enzyme Regular Scarf,Calvin Klein,143.75,Men,pu-19533379,7
14163,97.42,Sweaters,Profit-focused executive implementation,Levi's,433.12,Women,va-25693672,6
14164,97.79,Outerwear & Coats,Customizable reciprocal task-force,Adidas,210.34,Women,EK-07352762,2
14165,18.75,Plus,Secured scalable alliance,Levi's,79.74,Women,gT-70558778,10
14166,18.44,Outerwear & Coats,Centralized neutral system engine,H&M,56.96,Women,jR-19745592,10
14167,95.77,Plus,Self-enabling executive service-desk,Puma,424.42,Men,vm-03161028,8
14168,91.95,Jeans,Skinny Jeans,H&M,339.83,Women,ow-07531546,2
14169,55.17,Outerwear & Coats,Synchronized 24hour superstructure,Tommy Hilfiger,233.56,Men,Uc-55847105,3
14170,76.07,Sweaters,Phased web-enabled approach,Adidas,272.65,Women,So-53049520,5
14171,72.19,Plus,Compatible coherent attitude,H&M,166.83,Women,So-53689040,1
14172,27.66,Outerwear & Coats,Quality-focused incremental emulation,H&M,65.32,Men,TI-71448645,7
14173,26.57,Pants,Intuitive 6thgeneration productivity,Tommy Hilfiger,82.13,Men,vw-00243836,10
14174,16.65,Plus,Integrated methodical conglomeration,H&M,55.38,Women,tM-84441309,9
14175,52.46,Tops,Long Sleeve Shirt,Nike,188.04,Men,gz-00042108,10
14176,17.0,Tops,Polo Shirt,H&M,45.02,Men,JX-59059087,5
14177,46.7,Sweaters,Self-enabling asymmetric orchestration,H&M,173.52,Women,BJ-68672393,9
14178,85.76,Tops,Cotton T-Shirt,Calvin Klein,163.17,Men,db-47156197,9
